GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,lat [deg],lon [deg]
0,238,-31.823,121.869
0,1065,-32.44,121.877
0,2056,-32.348,120.652
0,2707,-31.962,121.764
0,3048,-32.947,120.816
0,3273,-33.006,120.698
0,3568,-32.336,120.748
0,4430,-32.335,120.515
0,4563,-32.435,120.581
1,238,-31.823,121.869
1,342,-31.21,121.777
1,1065,-32.44,121.877
1,2056,-32.348,120.652
1,2707,-31.962,121.764
1,3048,-32.947,120.816
1,3226,-31.547,122.287
1,3273,-33.006,120.698
1,3568,-32.336,120.748
1,4295,-31.382,121.602
1,4430,-32.335,120.515
1,4563,-32.435,120.581
2,238,-31.823,121.869
2,342,-31.21,121.777
2,927,-31.185,122.223
2,928,-30.615,122.102
2,1065,-32.44,121.877
2,2056,-32.348,120.652
2,2707,-31.962,121.764
2,2992,-30.697,121.965
2,3048,-32.947,120.816
2,3226,-31.547,122.287
2,3273,-33.006,120.698
2,3568,-32.336,120.748
2,4295,-31.382,121.602
2,4430,-32.335,120.515
2,4563,-32.435,120.581
3,238,-31.823,121.869
3,342,-31.21,121.777
3,591,-29.731,121.556
3,927,-31.185,122.223
3,928,-30.615,122.102
3,1065,-32.44,121.877
3,1427,-30.001,122.341
3,1765,-29.956,121.202
3,2056,-32.348,120.652
3,2389,-30.256,122.706
3,2707,-31.962,121.764
3,2735,-30.159,122.54
3,2992,-30.697,121.965
3,3048,-32.947,120.816
3,3226,-31.547,122.287
3,3273,-33.006,120.698
3,3568,-32.336,120.748
3,4295,-31.382,121.602
3,4430,-32.335,120.515
3,4563,-32.435,120.581
3,4644,-30.096,122.463
4,238,-31.823,121.869
4,342,-31.21,121.777
4,591,-29.731,121.556
4,927,-31.185,122.223
4,928,-30.615,122.102
4,977,-29.494,122.222
4,1065,-32.44,121.877
4,1427,-30.001,122.341
4,1765,-29.956,121.202
4,2056,-32.348,120.652
4,2389,-30.256,122.706
4,2707,-31.962,121.764
4,2735,-30.159,122.54
4,2992,-30.697,121.965
4,3048,-32.947,120.816
4,3226,-31.547,122.287
4,3273,-33.006,120.698
4,3568,-32.336,120.748
4,4140,-29.603,122.41
4,4295,-31.382,121.602
4,4430,-32.335,120.515
4,4563,-32.435,120.581
4,4644,-30.096,122.463
5,238,-31.823,121.869
5,253,-29.377,122.698
5,342,-31.21,121.777
5,591,-29.731,121.556
5,927,-31.185,122.223
5,928,-30.615,122.102
5,977,-29.494,122.222
5,1065,-32.44,121.877
5,1427,-30.001,122.341
5,1765,-29.956,121.202
5,2056,-32.348,120.652
5,2389,-30.256,122.706
5,2707,-31.962,121.764
5,2735,-30.159,122.54
5,2992,-30.697,121.965
5,3048,-32.947,120.816
5,3226,-31.547,122.287
5,3273,-33.006,120.698
5,3568,-32.336,120.748
5,4140,-29.603,122.41
5,4295,-31.382,121.602
5,4430,-32.335,120.515
5,4563,-32.435,120.581
5,4644,-30.096,122.463
6,238,-31.823,121.869
6,253,-29.377,122.698
6,342,-31.21,121.777
6,591,-29.731,121.556
6,927,-31.185,122.223
6,928,-30.615,122.102
6,977,-29.494,122.222
6,1065,-32.44,121.877
6,1427,-30.001,122.341
6,1765,-29.956,121.202
6,2056,-32.348,120.652
6,2389,-30.256,122.706
6,2707,-31.962,121.764
6,2735,-30.159,122.54
6,2992,-30.697,121.965
6,3048,-32.947,120.816
6,3226,-31.547,122.287
6,3273,-33.006,120.698
6,3568,-32.336,120.748
6,4140,-29.603,122.41
6,4295,-31.382,121.602
6,4430,-32.335,120.515
6,4563,-32.435,120.581
6,4644,-30.096,122.463
7,238,-31.823,121.869
7,253,-29.377,122.698
7,342,-31.21,121.777
7,591,-29.731,121.556
7,836,-28.79,124.485
7,927,-31.185,122.223
7,928,-30.615,122.102
7,977,-29.494,122.222
7,1065,-32.44,121.877
7,1427,-30.001,122.341
7,1765,-29.956,121.202
7,2056,-32.348,120.652
7,2389,-30.256,122.706
7,2707,-31.962,121.764
7,2735,-30.159,122.54
7,2992,-30.697,121.965
7,3048,-32.947,120.816
7,3226,-31.547,122.287
7,3273,-33.006,120.698
7,3568,-32.336,120.748
7,4140,-29.603,122.41
7,4295,-31.382,121.602
7,4430,-32.335,120.515
7,4563,-32.435,120.581
7,4644,-30.096,122.463
8,238,-31.823,121.869
8,253,-29.377,122.698
8,342,-31.21,121.777
8,591,-29.731,121.556
8,836,-28.79,124.485
8,927,-31.185,122.223
8,928,-30.615,122.102
8,977,-29.494,122.222
8,1065,-32.44,121.877
8,1427,-30.001,122.341
8,1729,-27.977,124.465
8,1765,-29.956,121.202
8,1886,-29.09,126.581
8,2056,-32.348,120.652
8,2389,-30.256,122.706
8,2707,-31.962,121.764
8,2735,-30.159,122.54
8,2992,-30.697,121.965
8,3048,-32.947,120.816
8,3226,-31.547,122.287
8,3273,-33.006,120.698
8,3568,-32.336,120.748
8,4140,-29.603,122.41
8,4295,-31.382,121.602
8,4430,-32.335,120.515
8,4563,-32.435,120.581
8,4644,-30.096,122.463
9,238,-31.823,121.869
9,253,-29.377,122.698
9,342,-31.21,121.777
9,591,-29.731,121.556
9,836,-28.79,124.485
9,921,-26.694,123.21
9,927,-31.185,122.223
9,928,-30.615,122.102
9,977,-29.494,122.222
9,1065,-32.44,121.877
9,1427,-30.001,122.341
9,1729,-27.977,124.465
9,1765,-29.956,121.202
9,1852,-26.925,123.336
9,1886,-29.09,126.581
9,2056,-32.348,120.652
9,2389,-30.256,122.706
9,2707,-31.962,121.764
9,2735,-30.159,122.54
9,2992,-30.697,121.965
9,3048,-32.947,120.816
9,3226,-31.547,122.287
9,3273,-33.006,120.698
9,3568,-32.336,120.748
9,4140,-29.603,122.41
9,4295,-31.382,121.602
9,4430,-32.335,120.515
9,4563,-32.435,120.581
9,4644,-30.096,122.463
10,238,-31.823,121.869
10,253,-29.377,122.698
10,342,-31.21,121.777
10,591,-29.731,121.556
10,836,-28.79,124.485
10,921,-26.694,123.21
10,927,-31.185,122.223
10,928,-30.615,122.102
10,977,-29.494,122.222
