plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0,eb2067cd,1,3500.0,0.107
0,0,eb2067cf,1,10350.0,0.098
0,0,eb2067d1,1,10380.0,0.098
0,0,eb2067d2,1,18590.0,0.087
0,0,eb2067d0,1,23100.0,0.081
0,0,eb2067d8,1,23180.0,0.081
0,0,eb2067ca,1,27700.0,0.075
0,0,eb2067cc,1,27740.0,0.075
0,0,eb2067dc,1,27930.0,0.075
0,0,eb2067ce,1,29130.0,0.074
0,0,eb2067d5,1,39870.0,0.06
0,0,eb2067c7,1,41890.0,0.057
1,0,eb2067cd,1,3500.0,0.107
1,0,eb2067d2,1,18590.0,0.087
1,0,eb2067d0,1,23100.0,0.081
1,0,eb2067d8,1,23180.0,0.081
1,0,eb2067ca,1,27700.0,0.075
1,0,eb2067cc,1,27740.0,0.075
1,0,eb2067dc,1,27930.0,0.075
1,0,eb2067ce,1,29130.0,0.074
1,0,eb2067d5,1,39870.0,0.06
1,0,eb2067c7,1,41890.0,0.057
