t_update,grid_index,GP index,lat [deg],log [deg],instrument,reward,n_observations,n_events
280.0,0,4231,15.873,-93.665,thermal,1.0,1,0
280.0,0,4231,15.873,-93.665,thermal,1.0,1,0
280.0,0,4231,15.873,-93.665,thermal,1.0,2,0
280.0,0,4231,15.873,-93.665,thermal,1.0,2,0
280.0,0,4231,15.873,-93.665,thermal,1.0,3,0
280.0,0,4231,15.873,-93.665,thermal,1.1555555555555554,0,0
280.0,0,4231,15.873,-93.665,visual,1.0,1,0
280.0,0,4231,15.873,-93.665,visual,1.0,1,0
280.0,0,4231,15.873,-93.665,visual,1.0,2,0
280.0,0,4231,15.873,-93.665,visual,1.0,2,0
280.0,0,4231,15.873,-93.665,visual,1.0,3,0
280.0,0,4231,15.873,-93.665,visual,1.1555555555555554,0,0
280.0,0,4231,15.87330300000002,-93.66458299999994,sar,1.0,1,0
280.0,0,4231,15.87330300000002,-93.66458299999994,sar,1.0,1,0
280.0,0,4231,15.87330300000002,-93.66458299999994,sar,1.0,2,0
280.0,0,4231,15.87330300000002,-93.66458299999994,sar,1.1555555555555554,0,0
300.0,0,602,17.176567000000034,-93.59878699999996,sar,1.0,1,0
300.0,0,602,17.176567000000034,-93.59878699999996,sar,1.0,1,0
300.0,0,602,17.176567000000034,-93.59878699999996,sar,1.0,2,0
300.0,0,602,17.176567000000034,-93.59878699999996,sar,1.1666666666666667,0,0
300.0,0,602,17.177,-93.599,thermal,1.0,1,0
300.0,0,602,17.177,-93.599,thermal,1.0,1,0
300.0,0,602,17.177,-93.599,thermal,1.0,2,0
300.0,0,602,17.177,-93.599,thermal,1.0,2,0
300.0,0,602,17.177,-93.599,thermal,1.0,3,0
300.0,0,602,17.177,-93.599,thermal,1.1666666666666667,0,0
300.0,0,602,17.177,-93.599,visual,1.0,1,0
300.0,0,602,17.177,-93.599,visual,1.0,1,0
300.0,0,602,17.177,-93.599,visual,1.0,2,0
300.0,0,602,17.177,-93.599,visual,1.0,2,0
300.0,0,602,17.177,-93.599,visual,1.0,3,0
300.0,0,602,17.177,-93.599,visual,1.1666666666666667,0,0
320.0,0,3965,17.80066800000003,-92.02604199999996,sar,1.0,1,0
320.0,0,3965,17.80066800000003,-92.02604199999996,sar,1.0,1,0
320.0,0,3965,17.80066800000003,-92.02604199999996,sar,1.0,2,0
320.0,0,3965,17.80066800000003,-92.02604199999996,sar,1.1777777777777778,0,0
320.0,0,3965,17.801,-92.026,thermal,1.0,1,0
320.0,0,3965,17.801,-92.026,thermal,1.0,1,0
320.0,0,3965,17.801,-92.026,thermal,1.0,2,0
320.0,0,3965,17.801,-92.026,thermal,1.0,2,0
320.0,0,3965,17.801,-92.026,thermal,1.0,3,0
320.0,0,3965,17.801,-92.026,thermal,1.1777777777777778,0,0
320.0,0,3965,17.801,-92.026,visual,1.0,1,0
320.0,0,3965,17.801,-92.026,visual,1.0,1,0
320.0,0,3965,17.801,-92.026,visual,1.0,2,0
320.0,0,3965,17.801,-92.026,visual,1.0,2,0
320.0,0,3965,17.801,-92.026,visual,1.0,3,0
320.0,0,3965,17.801,-92.026,visual,1.1777777777777778,0,0
330.0,0,3832,18.075560000000053,-92.231454,sar,1.0,1,0
330.0,0,3832,18.075560000000053,-92.231454,sar,1.0,1,0
330.0,0,3832,18.075560000000053,-92.231454,sar,1.0,2,0
330.0,0,3832,18.075560000000053,-92.231454,sar,1.1833333333333333,0,0
330.0,0,3832,18.076,-92.231,thermal,1.0,1,0
330.0,0,3832,18.076,-92.231,thermal,1.0,1,0
330.0,0,3832,18.076,-92.231,thermal,1.0,2,0
330.0,0,3832,18.076,-92.231,thermal,1.0,2,0
330.0,0,3832,18.076,-92.231,thermal,1.0,3,0
330.0,0,3832,18.076,-92.231,thermal,1.1833333333333333,0,0
330.0,0,3832,18.076,-92.231,visual,1.0,1,0
330.0,0,3832,18.076,-92.231,visual,1.0,1,0
330.0,0,3832,18.076,-92.231,visual,1.0,2,0
330.0,0,3832,18.076,-92.231,visual,1.0,2,0
330.0,0,3832,18.076,-92.231,visual,1.0,3,0
330.0,0,3832,18.076,-92.231,visual,1.1833333333333333,0,0
340.0,0,2848,18.479,-91.796,thermal,1.0,1,0
340.0,0,2848,18.479,-91.796,thermal,1.0,1,0
340.0,0,2848,18.479,-91.796,thermal,1.0,2,0
340.0,0,2848,18.479,-91.796,thermal,1.0,2,0
340.0,0,2848,18.479,-91.796,thermal,1.0,3,0
340.0,0,2848,18.479,-91.796,thermal,1.1888888888888889,0,0
340.0,0,2848,18.479,-91.796,visual,1.0,1,0
340.0,0,2848,18.479,-91.796,visual,1.0,1,0
340.0,0,2848,18.479,-91.796,visual,1.0,2,0
340.0,0,2848,18.479,-91.796,visual,1.0,2,0
340.0,0,2848,18.479,-91.796,visual,1.0,3,0
340.0,0,2848,18.479,-91.796,visual,1.1888888888888889,0,0
340.0,0,2848,18.47939800000006,-91.79620799999998,sar,1.0,1,0
340.0,0,2848,18.47939800000006,-91.79620799999998,sar,1.0,1,0
340.0,0,2848,18.47939800000006,-91.79620799999998,sar,1.0,2,0
340.0,0,2848,18.47939800000006,-91.79620799999998,sar,1.1888888888888889,0,0
500.0,0,883,29.248,-90.68,thermal,1.0,1,0
500.0,0,883,29.248,-90.68,thermal,1.0,1,0
500.0,0,883,29.248,-90.68,thermal,1.0,2,0
500.0,0,883,29.248,-90.68,thermal,1.0,2,0
500.0,0,883,29.248,-90.68,thermal,1.0,3,0
500.0,0,883,29.248,-90.68,thermal,1.2777777777777777,0,0
500.0,0,883,29.248,-90.68,visual,1.0,1,0
500.0,0,883,29.248,-90.68,visual,1.0,1,0
500.0,0,883,29.248,-90.68,visual,1.0,2,0
500.0,0,883,29.248,-90.68,visual,1.0,2,0
500.0,0,883,29.248,-90.68,visual,1.0,3,0
500.0,0,883,29.248,-90.68,visual,1.2777777777777777,0,0
500.0,0,883,29.248481000000027,-90.68045299999994,sar,1.0,1,0
500.0,0,883,29.248481000000027,-90.68045299999994,sar,1.0,1,0
500.0,0,883,29.248481000000027,-90.68045299999994,sar,1.0,2,0
500.0,0,883,29.248481000000027,-90.68045299999994,sar,1.2777777777777777,0,0
510.0,0,4630,29.481,-89.981,thermal,1.0,1,0
510.0,0,4630,29.481,-89.981,thermal,1.0,1,0
510.0,0,4630,29.481,-89.981,thermal,1.0,2,0
510.0,0,4630,29.481,-89.981,thermal,1.0,2,0
510.0,0,4630,29.481,-89.981,thermal,1.0,3,0
510.0,0,4630,29.481,-89.981,thermal,1.2833333333333332,0,0
510.0,0,4630,29.481,-89.981,visual,1.0,1,0
510.0,0,4630,29.481,-89.981,visual,1.0,1,0
510.0,0,4630,29.481,-89.981,visual,1.0,2,0
510.0,0,4630,29.481,-89.981,visual,1.0,2,0
510.0,0,4630,29.481,-89.981,visual,1.0,3,0
510.0,0,4630,29.481,-89.981,visual,1.2833333333333332,0,0
510.0,0,4630,29.481196000000068,-89.98117399999995,sar,1.0,1,0
510.0,0,4630,29.481196000000068,-89.98117399999995,sar,1.0,1,0
510.0,0,4630,29.481196000000068,-89.98117399999995,sar,1.0,2,0
510.0,0,4630,29.481196000000068,-89.98117399999995,sar,1.2833333333333332,0,0
520.0,0,108,30.177666000000045,-89.74027799999999,sar,1.0,1,0
520.0,0,108,30.177666000000045,-89.74027799999999,sar,1.0,1,0
520.0,0,108,30.177666000000045,-89.74027799999999,sar,1.0,2,0
520.0,0,108,30.177666000000045,-89.74027799999999,sar,1.2888888888888888,0,0
520.0,0,108,30.178,-89.74,thermal,1.0,1,0
520.0,0,108,30.178,-89.74,thermal,1.0,1,0
520.0,0,108,30.178,-89.74,thermal,1.0,2,0
520.0,0,108,30.178,-89.74,thermal,1.0,2,0
520.0,0,108,30.178,-89.74,thermal,1.0,3,0
520.0,0,108,30.178,-89.74,thermal,1.2888888888888888,0,0
520.0,0,108,30.178,-89.74,visual,1.0,1,0
520.0,0,108,30.178,-89.74,visual,1.0,1,0
520.0,0,108,30.178,-89.74,visual,1.0,2,0
520.0,0,108,30.178,-89.74,visual,1.0,2,0
520.0,0,108,30.178,-89.74,visual,1.0,3,0
520.0,0,108,30.178,-89.74,visual,1.2888888888888888,0,0
560.0,0,1896,32.398735000000045,-90.06354199999998,sar,1.0,1,0
560.0,0,1896,32.398735000000045,-90.06354199999998,sar,1.0,1,0
560.0,0,1896,32.398735000000045,-90.06354199999998,sar,1.0,2,0
560.0,0,1896,32.398735000000045,-90.06354199999998,sar,1.3111111111111111,0,0
560.0,0,1896,32.399,-90.064,thermal,1.0,1,0
560.0,0,1896,32.399,-90.064,thermal,1.0,1,0
560.0,0,1896,32.399,-90.064,thermal,1.0,2,0
560.0,0,1896,32.399,-90.064,thermal,1.0,2,0
560.0,0,1896,32.399,-90.064,thermal,1.0,3,0
560.0,0,1896,32.399,-90.064,thermal,1.3111111111111111,0,0
560.0,0,1896,32.399,-90.064,visual,1.0,1,0
560.0,0,1896,32.399,-90.064,visual,1.0,1,0
560.0,0,1896,32.399,-90.064,visual,1.0,2,0
560.0,0,1896,32.399,-90.064,visual,1.0,2,0
