Satellite states as KEPLERIAN_EARTH_CENTERED_INERTIAL elements.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.1
time index,sma [km],ecc,inc [deg],raan [deg],aop [deg],ta [deg]
0,7077.999999999997,0.0099999999999998,67.0,119.99999999999999,360.0,39.999999999999815
1,7077.999999999999,0.01000000000000007,67.0,119.99968694078123,359.9999043468645,40.616642497814674
2,7077.999999999997,0.009999999999999886,67.0,119.99937388156243,359.99980953957487,41.23319925180383
3,7078.0,0.010000000000000231,67.0,119.99906082234368,359.99971473864974,41.8496692092863
4,7077.999999999995,0.010000000000000177,67.0,119.99874776312491,359.9996199383676,42.46605132846001
5,7077.999999999997,0.01000000000000012,67.0,119.99843470390614,359.99952513680824,43.08234457849684
6,7078.000000000001,0.010000000000000123,66.99999999999999,119.99812164468736,359.9994303339696,43.698547939680516
7,7077.999999999997,0.010000000000000259,67.0,119.99780858546859,359.9993355314961,44.31466040353059
8,7078.000000000003,0.010000000000000649,67.0,119.99749552624984,359.99924073069116,44.93068097287926
9,7077.999999999999,0.00999999999999988,67.0,119.99718246703104,359.99914592801196,45.54660866202305
10,7077.999999999997,0.010000000000000047,67.0,119.99686940781227,359.9990511263249,46.162442496816844
11,7078.000000000003,0.010000000000000363,67.0,119.99655634859351,359.99895632361347,46.778181514768555
12,7078.000000000002,0.01000000000000039,67.0,119.99624328937475,359.9988615223747,47.393824765180504
13,7077.999999999998,0.010000000000000129,67.0,119.99593023015596,359.99876672049555,48.009371309215844
14,7077.999999999998,0.00999999999999964,66.99999999999999,119.9956171709372,359.9986719181133,48.62482022002881
15,7077.999999999995,0.009999999999999612,67.0,119.99530411171843,359.99857711609707,49.240170582857374
16,7077.999999999997,0.009999999999999988,67.0,119.99499105249967,359.9984823141379,49.8554214951159
17,7077.999999999998,0.010000000000000028,67.0,119.99467799328087,359.99838751222586,50.47057206650362
18,7077.999999999998,0.009999999999999702,67.0,119.99436493406212,359.9982927101396,51.08562141909075
19,7077.999999999997,0.009999999999999641,67.0,119.99405187484335,359.99819790810886,51.700568687420656
20,7078.0,0.01000000000000035,67.0,119.99373881562457,359.9981031063174,52.31541301859708
21,7078.0,0.010000000000000512,67.0,119.9934257564058,359.9980083041822,52.93015357236858
22,7078.0,0.010000000000000222,67.0,119.99311269718703,359.99791350209927,53.54478952122528
23,7078.000000000004,0.010000000000000696,66.99999999999999,119.99279963796828,359.99781870022906,54.15932005048232
24,7077.999999999995,0.009999999999999882,67.0,119.99248657874948,359.9977238980646,54.773744358364276
25,7078.000000000003,0.01000000000000043,67.0,119.99217351953071,359.99762909594847,55.38806165607581
26,7078.000000000001,0.01000000000000038,67.0,119.99186046031195,359.99753429446656,56.002271167906436
27,7078.000000000003,0.010000000000000077,67.0,119.99154740109316,359.9974394921249,56.61637213128014
28,7078.000000000003,0.010000000000000245,67.0,119.9912343418744,359.9973446899764,57.23036379685926
29,7078.000000000004,0.0100000000000004,67.0,119.99092128265563,359.9972498880011,57.84424542859274
30,7077.999999999999,0.010000000000000304,67.0,119.99060822343687,359.9971550860535,58.4580163038079
31,7077.999999999999,0.009999999999999773,67.0,119.99029516421808,359.9970602840071,59.071675713263744
32,7078.000000000004,0.009999999999999974,67.0,119.98998210499931,359.9969654821112,59.685222961240484
33,7077.999999999998,0.009999999999999874,67.0,119.98966904578056,359.9968706800028,60.29865736559542
34,7078.0,0.010000000000000283,67.0,119.98935598656176,359.99677587792684,60.91197825781207
35,7077.999999999996,0.009999999999999874,67.0,119.98904292734301,359.9966810758803,61.525184983086724
36,7078.000000000004,0.010000000000000097,67.0,119.98872986812424,359.99658627407445,62.13827690037482
37,7078.000000000004,0.010000000000000515,67.0,119.98841680890547,359.9964914720742,62.75125338246844
38,7077.999999999998,0.009999999999999959,67.0,119.98810374968669,359.996396669996,63.36411381601878
39,7077.999999999998,0.010000000000000203,67.0,119.98779069046792,359.99630186794445,63.97685760161637
40,7077.999999999998,0.010000000000000312,67.0,119.98747763124915,359.9962070661097,64.5894841538427
41,7077.999999999998,0.010000000000000024,67.0,119.9871645720304,359.9961122640072,65.20199290130968
42,7078.0,0.010000000000000422,67.0,119.9868515128116,359.99601746202205,65.81438328671841
43,7078.0,0.010000000000000285,67.0,119.98653845359284,359.9959226600568,66.42665476690176
44,7077.999999999999,0.010000000000000252,67.0,119.98622539437407,359.99582785811,67.03880681286768
45,7077.999999999997,0.00999999999999991,67.0,119.98591233515529,359.995733056095,67.65083890984515
46,7077.999999999998,0.009999999999999953,67.0,119.98559927593652,359.9956382539327,68.26275055731962
47,7078.0,0.009999999999999854,67.0,119.98528621671775,359.9955434520415,68.87454126908176
48,7078.000000000002,0.010000000000000321,67.0,119.984973157499,359.995448650004,69.4862105732575
