Satellite states are in CARTESIAN_EARTH_CENTERED_INERTIAL (equatorial-plane) frame.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.1
time index,x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
0,-3556.4282412060606,-2406.8703077388654,-5670.23110871755,6.499290603451169,-1.4368433292797311,-3.3849907566017325
1,-3491.2864946359864,-2421.078772613221,-5703.749094672146,6.538300776567385,-1.4101502577081637,-3.322021658587316
2,-3425.758481326829,-2435.019984439056,-5736.6357847517675,6.576598236669868,-1.3832941403092234,-3.258667462636105
3,-3359.8513461661505,-2448.6923298261304,-5768.887363403958,6.614178410493021,-1.3562778104976947,-3.194934871559884
4,-3293.572279387482,-2462.094223765317,-5800.500082308334,6.651036795858286,-1.3291041218420263,-3.1308306358813054
5,-3226.928515856748,-2475.224109828632,-5831.4702608506395,6.687168962293956,-1.3017759478222592,-3.0663615532591137
6,-3159.927334352834,-2488.080460366736,-5861.794286590896,6.722570551651068,-1.2742961815850236,-3.0015344679061973
7,-3092.5760568417154,-2500.6617767040448,-5891.468615725817,6.757237278715469,-1.2466677356953046,-2.9363562700000645
8,-3024.88204774462,-2512.9665893313527,-5920.489773545245,6.791164931815731,-1.2188935418851146,-2.8708338950861196
9,-2956.852713200171,-2524.993458095871,-5948.854354882575,6.824349373426922,-1.1909765507991241,-2.8049743234734614
10,-2888.4955003204727,-2536.7409723887645,-5976.559024559108,6.856786540770075,-1.1629197317371092,-2.7387845796233443
11,-2819.8178964411773,-2548.2077513300937,-6003.6005178223,6.888472446407316,-1.1347260723932564,-2.6722717315301083
12,-2750.8274283657324,-2559.3924439511215,-6029.975640777723,6.919403178832367,-1.1063985785924142,-2.6054428900948703
13,-2681.5316616036375,-2570.2937293740056,-6055.681270814774,6.94957490305652,-1.07794027402311,-2.5383052084916233
14,-2611.9381996030497,-2580.910316988752,-6080.714357025955,6.978983861189773,-1.0493541999675446,-2.470865881526022
