Satellite states as KEPLERIAN_EARTH_CENTERED_INERTIAL elements.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.5
time index,sma [km],ecc,inc [deg],raan [deg],aop [deg],ta [deg]
0,7078.000000000003,0.009999999999999898,67.0,0.0,360.0,240.00000000000125
1,7078.0,0.009999999999999842,67.0,359.9996869397025,359.9999052003636,240.60134109884154
2,7078.000000000007,0.009999999999999667,67.0,359.9993738817334,359.9998103949605,241.20279273086328
3,7078.0,0.009999999999999171,67.0,359.9990608222121,359.9997155908389,241.80435557445003
4,7078.000000000004,0.00999999999999988,67.0,359.9987477631758,359.99962079184326,242.40603029643793
5,7078.000000000003,0.009999999999999929,67.0,359.9984347038678,359.99952598951575,243.00781755194288
6,7078.0000000000055,0.009999999999999003,67.0,359.9981216448121,359.9994311880852,243.6097179843362
7,7078.000000000001,0.009999999999999936,67.0,359.9978085854016,359.99933638551965,244.21173222513693
8,7078.0,0.009999999999999974,67.0,359.9974955263514,359.999241584167,244.8138608939307
9,7078.000000000003,0.009999999999999891,67.0,359.99718246702395,359.99914678191425,245.41610459828763
10,7078.000000000002,0.009999999999999102,67.0,359.9968694077353,359.9990519798003,246.01846393367623
11,7078.000000000002,0.009999999999999867,67.0,359.9965563485808,359.99895717813683,246.6209394834007
12,7078.0,0.010000000000000835,67.0,359.99624328942963,359.99886237585,247.22353181849033
13,7078.000000000005,0.009999999999998939,67.0,359.9959302301917,359.99876757426676,247.82624149764803
14,7078.000000000003,0.009999999999999036,67.0,359.9956171708855,359.9986727718632,248.42906906716246
15,7078.000000000005,0.009999999999999844,67.0,359.99530411175755,359.9985779700849,249.03201506083488
16,7078.000000000001,0.010000000000000729,67.0,359.9949910524832,359.9984831680938,249.6350799998898
17,7078.000000000003,0.010000000000000675,67.0,359.994677993294,359.9983883659273,250.2382643929215
18,7078.000000000001,0.01000000000000083,67.0,359.9943649339816,359.9982935638285,250.84156873580505
19,7078.000000000002,0.00999999999999907,67.0,359.9940518748717,359.99819876178645,251.44499351163216
20,7078.000000000002,0.009999999999999993,67.0,359.9937388155848,359.99810395960054,252.04853919064035
21,7078.000000000001,0.009999999999999894,67.0,359.99342575636786,359.9980091578406,252.65220623013164
22,7078.000000000001,0.009999999999999997,67.0,359.9931126972113,359.9979143559241,253.25599507441805
23,7078.0,0.010000000000000843,67.0,359.9927996379555,359.9978195538716,253.8599061547454
24,7077.999999999998,0.009999999999999074,67.0,359.99248657870976,359.9977247518602,254.46393988922534
25,7078.0,0.010000000000000784,67.0,359.99217351956605,359.9976299498851,255.06809668278694
26,7078.000000000005,0.009999999999999879,67.0,359.9918604602887,359.99753514794196,255.67237692708224
27,7078.000000000002,0.009999999999999887,67.0,359.9915474010651,359.99744034602736,256.2767810004442
28,7078.000000000001,0.009999999999999083,67.0,359.9912343418893,359.99734554386356,256.88130926782793
29,7078.000000000003,0.009999999999999839,67.0,359.9909212826762,359.99725074187404,257.48596208074207
30,7078.000000000003,0.009999999999998985,67.0,359.9906082234683,359.9971559400414,258.09073977718066
31,7078.0000000000055,0.00999999999999901,67.0,359.99029516418994,359.9970611378544,258.6956426815873
