lat [deg],lon [deg],area [m^2]
50.778835148769566,42.079028850431456,39.27474383717184
-87.6163536563298,47.54311968392319,11.01385276519702
-86.60256613436819,44.141253704064276,8.002491066194121
-120.84885554700689,65.99571341971111,7.362361406316313
33.02883272779856,-1.2049547981076967,7.116767706463403
-113.94833639167123,61.79156523307597,5.8422149878222545
107.64658544213351,53.407364622454196,5.039154193260773
-97.67701650113231,52.36813885742584,3.8667928459231766
101.77746845871864,74.5903874867622,3.7507841716942383
31.387073917777364,60.829155503820544,3.253372748355028
59.41506361243191,45.00912660621381,2.5436743533388677
-81.26851193720455,42.19209991904042,2.4081051373000744
34.5034882120106,-12.419129746405774,2.343241614812721
75.67899755497815,46.29845324581096,2.2323415250618712
35.36171088487323,61.743902478933244,2.1944467240373924
102.58087062945035,54.995962231245905,2.1044768434275705
-0.3305171249503496,7.653153614577574,2.007697054938403
41.83439653565243,57.625681021099176,1.907637378873764
28.634327088207527,61.88096567304115,1.6772598036007975
111.11317956168823,62.79863742979119,1.630123250801939
-64.65236591677946,54.163146636752046,1.6174023193315927
-109.2644445129111,59.13590749606749,1.5181332821888704
-102.4337365293924,57.25452411583276,1.4367904207863913
14.123397760112791,13.435129913896672,1.4176972915373611
49.1612634391397,54.60336026910227,1.3558876632598498
45.630321706108134,50.24167766230633,1.332597389891171
-77.14661984952676,43.78344016238139,1.3245433381660308
53.89104269184282,41.27160398549529,1.313760592842162
38.20451734077397,58.62305295030284,1.3001578420061144
29.657749096099852,-6.000376052887239,1.259378396403421
-70.50347507052986,66.4913425246421,1.2125252796582089
-69.46868596011059,54.42133954988622,1.2098153843195947
13.294566915839313,58.916873500061094,1.0535984697067406
137.3647136226792,-28.512673072607384,0.9638155105667835
-100.0997692838788,52.49856546811081,0.9122713302551402
83.79603094359315,48.67377447362912,0.9004727824526684
108.29746696414733,30.46277707222081,0.8918593719851501
-68.69481619970007,51.56079197394241,0.8895247490119488
91.74613024365983,55.12231270506936,0.8718416253808359
88.14727554576172,68.09360903012352,0.8342503735145247
32.144949305068266,22.79710543769278,0.8301765982115267
-98.68526340434038,50.94569293982946,0.8222246744417028
-98.89230968144315,57.13263901590078,0.8159681869432986
-69.34184976935097,-15.90503031846565,0.815445085264195
-103.36723280882417,58.231371299736324,0.8051134385035834
32.631183018964904,67.67357667892594,0.7821157422327545
-101.39280621142886,63.13850822543563,0.7818200221466598
-73.57880414825719,50.864454219468975,0.7611910139271473
-71.2075665744791,64.91442785839779,0.7314476430898668
-76.825212886283,53.8429080265012,0.7271645579222261
102.41977789102353,57.126831667281884,0.7174973872694701
-109.00122998531383,61.769376389847416,0.713025722554373
-88.50967824161708,49.768038415263604,0.709089971724657
-50.93439506028125,-19.921949934380393,0.7024325808218654
