Satellite states as KEPLERIAN_EARTH_CENTERED_INERTIAL elements.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.5
time index,sma [km],ecc,inc [deg],raan [deg],aop [deg],ta [deg]
0,7078.000000000002,0.009999999999999558,67.0,239.99999999999994,359.99999914622634,199.99999999999807
1,7078.0,0.010000000000000208,67.0,239.99968694078117,359.9999043392443,200.59600521984797
2,7078.000000000005,0.0099999999999995,67.0,239.9993738815624,359.9998095414885,201.19205447356748
3,7078.000000000002,0.00999999999999954,67.0,239.99906082234364,359.99971473864974,201.78814898282238
4,7078.000000000003,0.009999999999999936,67.0,239.99874776312487,359.9996199383676,202.38428996488557
5,7078.0,0.00999999999999987,67.0,239.9984347039061,359.99952513680824,202.9804786324871
6,7078.000000000003,0.00999999999999987,67.0,239.99812164468736,359.9994303346094,203.57671619376814
7,7078.000000000003,0.00999999999999944,67.0,239.9978085854686,359.9993355314961,204.1730038520849
8,7078.000000000005,0.009999999999999284,67.0,239.99749552624982,359.9992407292511,204.7693428059409
9,7078.0,0.010000000000000257,67.0,239.99718246703105,359.99914592801196,205.36573424884156
10,7078.000000000003,0.009999999999999763,67.0,239.99686940781228,359.99905112555666,205.96217936916997
11,7078.0,0.009999999999999684,67.0,239.99655634859343,359.99895632466115,206.55867935008845
12,7078.000000000002,0.009999999999999619,67.0,239.99624328937466,359.9988615223747,207.1552353694131
13,7078.000000000005,0.009999999999999076,67.0,239.9959302301559,359.99876672049555,207.75184859947612
14,7078.000000000003,0.009999999999999433,67.0,239.99561717093718,359.9986719181133,208.3485202070364
15,7078.000000000004,0.00999999999999968,67.0,239.99530411171838,359.9985771158409,208.9452513531354
16,7078.000000000001,0.00999999999999968,67.0,239.99499105249967,359.9984823141379,209.54204319298364
17,7078.000000000003,0.009999999999999764,67.0,239.99467799328085,359.99838751199985,210.13889687587042
18,7078.000000000003,0.00999999999999992,67.0,239.99436493406208,359.9982927101396,210.7358135450024
19,7078.0,0.010000000000000214,67.0,239.9940518748433,359.99819790831106,211.33279433741868
20,7078.000000000003,0.009999999999999563,67.0,239.99373881562454,359.9981031059331,211.9298403838602
21,7078.000000000004,0.009999999999999632,67.0,239.9934257564058,359.99800830399914,212.5269528086685
22,7078.000000000004,0.009999999999999532,67.0,239.99311269718703,359.997913502274,213.12413272964048
23,7078.000000000004,0.009999999999999239,67.0,239.99279963796826,359.997818700062,213.72138125793913
24,7078.000000000004,0.009999999999999476,67.0,239.9924865787495,359.9977238982247,214.3186994979752
25,7078.000000000001,0.010000000000000038,67.0,239.99217351953064,359.997629096256,214.91608854727178
26,7078.0,0.009999999999999683,67.0,239.99186046031187,359.9975342940231,215.5135494963649
27,7078.000000000002,0.0099999999999994,67.0,239.99154740109316,359.9974394919825,216.1110834286991
28,7078.000000000005,0.009999999999999528,67.0,239.99123434187433,359.9973446899764,216.70869142049813
