Satellite states as KEPLERIAN_EARTH_CENTERED_INERTIAL elements.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.5
time index,sma [km],ecc,inc [deg],raan [deg],aop [deg],ta [deg]
0,7077.999999999999,0.010000000000000028,67.0,239.99999999999994,0.0,319.9999999999997
1,7077.999999999999,0.010000000000000078,66.99999999999999,239.99968694078117,359.9999060499783,320.6167271782148
2,7077.999999999997,0.00999999999999998,67.0,239.9993738815624,359.99981125036066,321.23353796277814
3,7077.999999999997,0.009999999999999882,67.0,239.99906082234364,359.99971644815986,321.8504312691364
4,7078.000000000002,0.010000000000000803,67.0,239.99874776312478,359.99962164628084,322.46740600236257
5,7077.999999999996,0.010000000000000127,67.0,239.998434703906,359.99952684298967,323.0844610572894
6,7077.999999999998,0.00999999999999949,67.0,239.99812164468725,359.9994320409185,323.7015953186245
7,7077.999999999998,0.01000000000000009,67.0,239.99780858546848,359.99933723954393,324.31880766108003
8,7077.999999999998,0.009999999999999577,67.0,239.99749552624976,359.9992424376422,324.9360969495473
9,7078.000000000001,0.010000000000000136,67.0,239.997182467031,359.9991476353892,325.55346203916184
10,7077.9999999999945,0.010000000000000281,67.0,239.99686940781226,359.9990528328904,326.17090177550193
11,7077.999999999999,0.010000000000000552,67.0,239.99655634859343,359.998958031612,326.78841499470457
12,7077.999999999998,0.009999999999999844,67.0,239.99624328937466,359.9988632293251,327.4060005235899
13,7077.999999999994,0.00999999999999926,67.0,239.9959302301559,359.9987684274462,328.0236571798136
14,7077.999999999999,0.010000000000000028,67.0,239.99561717093712,359.99867362533826,328.64138377200703
15,7078.0,0.010000000000000198,67.00000000000001,239.99530411171838,359.9985788238165,329.2591790999395
16,7078.000000000001,0.010000000000000243,67.0,239.9949910524996,359.99848402180936,329.8770419546371
17,7078.000000000001,0.00999999999999973,67.0,239.99467799328085,359.9983892191762,330.49497111854794
18,7077.999999999994,0.009999999999999792,67.0,239.994364934062,359.9982944179446,331.11296536566067
19,7077.999999999996,0.010000000000000024,67.0,239.99405187484325,359.9981996156664,331.7310234617153
20,7078.0,0.010000000000000535,67.0,239.99373881562445,359.99810481365256,332.3491441642811
21,7078.000000000001,0.01000000000000065,67.0,239.99342575640568,359.99801001168197,332.96732622296827
22,7077.999999999999,0.010000000000000134,67.0,239.99311269718697,359.99791520974884,333.58556837954427
23,7077.999999999996,0.009999999999999985,67.0,239.9927996379682,359.9978204073467,334.2038693680989
24,7077.999999999996,0.009999999999999853,67.0,239.9924865787494,359.9977256056559,334.82222791521497
25,7077.999999999996,0.00999999999999953,67.0,239.99217351953064,359.9976308036679,335.44064274011436
26,7078.000000000003,0.0100000000000004,67.0,239.99186046031187,359.99753600156504,336.0591125548011
27,7078.000000000001,0.010000000000000432,67.0,239.9915474010931,359.9974411997875,336.6776360642637
28,7077.999999999998,0.010000000000000269,67.0,239.99123434187433,359.9973463976134,337.2962119665932
29,7078.0,0.010000000000000201,67.0,239.99092128265556,359.9972515954818,337.9148389531864
30,7077.999999999999,0.010000000000000175,67.0,239.99060822343682,359.99715679351664,338.53351570885553
31,7077.999999999998,0.01000000000000005,67.0,239.99029516421805,359.99706199182583,339.1522409120507
32,7078.0,0.010000000000000252,67.0,239.98998210499929,359.9969671895423,339.77101323498965
33,7078.000000000003,0.010000000000000217,67.0,239.98966904578043,359.9968723876524,340.3898313438468
34,7077.999999999999,0.010000000000000165,67.0,239.9893559865617,359.9967775856689,341.00869389888646
35,7078.000000000001,0.010000000000000578,67.0,239.98904292734295,359.9966827837096,341.6275995546849
36,7077.999999999998,0.009999999999999756,67.0,239.98872986812418,359.9965879816658,342.24654696027534
37,7077.999999999995,0.009999999999999816,67.0,239.9884168089054,359.99649317944034,342.8655347592705
38,7077.999999999999,0.009999999999999806,67.0,239.98810374968664,359.9963983775536,343.4845615901386
39,7078.000000000002,0.010000000000000642,67.0,239.98779069046785,359.9963035756836,344.1036260862646
40,7077.999999999996,0.009999999999999992,67.0,239.98747763124908,359.99620877354084,344.7227268762334
41,7077.999999999997,0.010000000000000044,67.0,239.9871645720303,359.99611397161414,345.341862583901
42,7077.999999999998,0.009999999999999785,67.0,239.98685151281154,359.99601916952184,345.9610318286483
43,7077.999999999996,0.010000000000000037,67.0,239.98653845359277,359.9959243675438,346.5802332254991
44,7077.999999999997,0.009999999999999875,67.0,239.986225394374,359.99582956549744,347.1994653853649
45,7077.999999999999,0.010000000000000134,67.0,239.98591233515526,359.9957347635582,347.81872691513985
46,7077.999999999999,0.010000000000000352,67.0,239.9855992759365,359.9956399614683,348.43801641795693
47,7077.999999999998,0.010000000000000236,67.0,239.98528621671767,359.99554515964644,349.0573324933266
48,7077.999999999996,0.009999999999999846,67.0,239.9849731574989,359.9954503573549,349.6766737373176
49,7077.9999999999945,0.009999999999999698,67.0,239.98466009828013,359.9953555555642,350.2960387427355
50,7077.9999999999945,0.009999999999999964,67.0,239.98434703906133,359.99526075332125,350.9154260993215
51,7078.000000000002,0.010000000000000406,67.0,239.98403397984262,359.99516595148214,351.5348343939394
52,7078.0,0.010000000000000205,67.0,239.9837209206238,359.9950711495059,352.15426221071164
53,7077.999999999998,0.010000000000000077,67.0,239.98340786140508,359.9949763474729,352.77370813125657
54,7077.999999999997,0.009999999999999834,67.0,239.9830948021863,359.9948815455287,353.39317073483915
55,7077.999999999996,0.0099999999999998,67.0,239.98278174296752,359.99478674352855,354.0126485985621
56,7077.9999999999945,0.009999999999999622,66.99999999999999,239.98246868374875,359.99469194147554,354.6321402975689
57,7078.000000000001,0.010000000000000262,66.99999999999999,239.98215562452998,359.9945971394398,355.25164440517864
58,7077.9999999999945,0.00999999999999961,67.0,239.9818425653112,359.9945023374206,355.8711594931339
59,7077.999999999996,0.009999999999999834,67.0,239.98152950609244,359.99440753541694,356.49068413174155
60,7078.000000000001,0.010000000000000293,66.99999999999999,239.9812164468737,359.99431273342816,357.1102168900637
61,7077.999999999998,0.009999999999999966,67.0,239.98090338765488,359.9942179314535,357.7297563361077
62,7078.000000000001,0.010000000000000283,66.99999999999999,239.98059032843605,359.99412312943014,358.34930103703647
63,7077.999999999999,0.010000000000000136,67.0,239.98027726921734,359.9940283273605,358.96884955931307
64,7078.0,0.010000000000000118,66.99999999999999,239.97996420999854,359.99393352542705,359.58840046891
65,7077.999999999998,0.01000000000000015,67.0,239.97965115077977,359.99383872344595,0.2079523314901613
66,7078.0,0.010000000000000132,67.0,239.97933809156106,359.99374392136116,0.8275037125887312
67,7077.999999999996,0.009999999999999837,67.0,239.97902503234224,359.99364911946424,1.44705317781161
68,7077.999999999999,0.01000000000000018,67.0,239.97871197312347,359.993554317351,2.066599293010027
69,7077.999999999998,0.009999999999999972,67.0,239.97839891390473,359.99345951547684,2.6861406244650707
70,7077.999999999999,0.010000000000000168,67.0,239.97808585468596,359.9933647133919,3.305675739078262
71,7077.999999999995,0.009999999999999721,67.0,239.9777727954672,359.9932699114301,3.9252032045670364
72,7078.000000000001,0.010000000000000283,67.0,239.97745973624842,359.99317510942603,4.544721589625173
73,7077.999999999998,0.010000000000000002,67.0,239.97714667702965,359.99308030743424,5.164229464141249
74,7078.0,0.01000000000000033,67.0,239.97683361781088,359.9929855053502,5.783725399349568
75,7077.999999999994,0.009999999999999551,67.0,239.97652055859209,359.992890703434,6.403207968037559
76,7078.0,0.01000000000000017,67.0,239.97620749937332,359.99279590137536,7.0226757447294075
77,7077.999999999999,0.010000000000000137,66.99999999999999,239.9758944401545,359.99270109937976,7.642127305859839
78,7078.0,0.01000000000000031,66.99999999999999,239.97558138093575,359.99260629744447,8.261561229965048
79,7077.999999999999,0.010000000000000116,67.0,239.97526832171698,359.99251149532415,8.880976097865265
80,7078.000000000002,0.010000000000000217,67.0,239.9749552624982,359.99241669341006,9.500370492846226
81,7077.999999999998,0.009999999999999941,67.0,239.9746422032795,359.9923218913149,10.119743000850706
82,7078.0,0.01000000000000032,67.0,239.97432914406068,359.99222708942034,10.739092210649492
83,7077.999999999996,0.009999999999999917,67.0,239.9740160848419,359.99213228734857,11.358416714019054
84,7077.999999999996,0.009999999999999884,67.0,239.97370302562317,359.992037485289,11.977715105946098
85,7077.999999999998,0.01,67.0,239.9733899664044,359.991942683377,12.596985984783863
86,7078.0,0.010000000000000314,67.0,239.97307690718563,359.99184788133897,13.216227952451646
87,7078.000000000002,0.01000000000000061,67.0,239.97276384796686,359.9917530792679,13.835439614590097
88,7077.999999999999,0.009999999999999985,67.0,239.9724507887481,359.99165827725193,14.454619580762976
89,7078.000000000001,0.01000000000000036,67.0,239.97213772952932,359.9915634753328,15.07376646463563
90,7077.999999999997,0.009999999999999964,66.99999999999999,239.97182467031047,359.9914686733789,15.692878884129481
91,7077.999999999999,0.01000000000000011,67.0,239.9715116110917,359.99137387126467,16.311955461619544
92,7078.000000000001,0.010000000000000123,66.99999999999999,239.97119855187293,359.9912790692879,16.93099482410035
93,7077.999999999999,0.010000000000000075,67.0,239.9708854926542,359.99118426732014,17.549995603379802
94,7077.999999999998,0.010000000000000292,67.0,239.97057243343542,359.9910894652792,18.16895643621529
95,7077.9999999999945,0.009999999999999867,67.0,239.9702593742167,359.9909946632889,18.787875964524087
96,7077.999999999996,0.009999999999999861,67.0,239.96994631499794,359.99089986126756,19.406752835538885
97,7077.999999999998,0.009999999999999917,67.0,239.96963325577912,359.990805059335,20.02558570198385
98,7078.0,0.010000000000000118,66.99999999999999,239.96932019656035,359.99071025729233,20.644373222241704
99,7078.0,0.010000000000000191,67.0,239.9690071373416,359.99061545525944,21.26311406052746
100,7078.0,0.010000000000000094,67.0,239.96869407812284,359.9905206532361,21.88180688705428
101,7077.999999999998,0.010000000000000073,67.0,239.96838101890407,359.99042585125994,22.5004503781979
102,7077.999999999994,0.009999999999999752,67.0,239.9680679596853,359.99033104932965,23.1190432166759
103,7077.999999999996,0.009999999999999652,67.0,239.96775490046653,359.99023624721997,23.73758409168548
104,7077.999999999998,0.010000000000000175,67.0,239.96744184124768,359.9901414452317,24.35607169911429
105,7077.9999999999945,0.009999999999999827,67.0,239.96712878202896,359.9900466432152,24.974504741652062
106,7078.000000000003,0.010000000000000288,67.0,239.9668157228102,359.9899518412796,25.592881928979473
107,7078.0,0.010000000000000142,67.0,239.96650266359143,359.9898570392433,26.21120197794136
108,7078.000000000001,0.010000000000000236,67.0,239.96618960437266,359.9897622372159,26.829463612674527
109,7078.0,0.010000000000000245,67.0,239.96587654515392,359.98966743519713,27.447665564786135
110,7078.0,0.010000000000000014,67.0,239.9655634859351,359.9895726332565,28.065806573501668
111,7077.999999999996,0.010000000000000012,67.0,239.96525042671632,359.9894778312189,28.683885385842135
112,7077.999999999998,0.009999999999999802,67.0,239.96493736749755,359.98938302922414,29.301900756736732
113,7077.999999999998,0.009999999999999697,67.0,239.9646243082788,359.989288227203,29.919851449220378
114,7078.000000000002,0.010000000000000649,67.0,239.96431124906005,359.9891934252238,30.537736234561546
115,7078.0,0.010000000000000155,67.0,239.96399818984128,359.989098623185,31.155553892404118
116,7077.999999999998,0.01000000000000015,67.0,239.9636851306225,359.98900382122076,31.773303210948537
117,7077.999999999997,0.010000000000000096,67.0,239.96337207140374,359.98890901916485,32.390982987062095
118,7078.000000000002,0.010000000000000078,66.99999999999999,239.9630590121849,359.988814217215,33.00859202644681
119,7077.999999999997,0.009999999999999894,66.99999999999999,239.96274595296612,359.98871941517496,33.62612914379177
120,7078.0,0.010000000000000238,67.0,239.96243289374735,359.98862461317486,34.24359316288033
121,7077.999999999999,0.010000000000000423,67.0,239.96211983452864,359.9885298111503,34.8609829167756
122,7077.999999999998,0.010000000000000009,67.0,239.9618067753098,359.9884350091649,35.47829724792285
123,7077.999999999996,0.010000000000000125,67.0,239.96149371609107,359.9883402072176,36.09553500831808
124,7078.0,0.009999999999999976,67.0,239.96118065687236,359.98824540509054,36.71269505961247
125,7078.0,0.01000000000000023,67.0,239.96086759765353,359.9881506031571,37.32977627329041
126,7077.999999999999,0.01000000000000027,67.0,239.96055453843476,359.9880558011076,37.946777530760095
127,7078.0,0.01000000000000041,67.0,239.960241479216,359.98796099912636,38.56369772350747
128,7077.999999999999,0.010000000000000226,67.0,239.95992841999723,359.9878661970916,39.18053575322168
129,7077.999999999994,0.009999999999999391,67.0,239.95961536077849,359.98777139512384,39.79729053192924
130,7077.999999999996,0.009999999999999837,67.0,239.95930230155972,359.9876765931032,40.41396098211366
131,7077.999999999997,0.010000000000000038,67.0,239.95898924234095,359.9875817911189,41.030546036840335
132,7077.999999999995,0.009999999999999565,67.0,239.95867618312212,359.9874869891702,41.647044639884534
133,7078.000000000002,0.01000000000000022,67.0,239.95836312390333,359.9873921871406,42.26345574585139
134,7078.000000000003,0.010000000000000599,67.0,239.95805006468456,359.98729738508945,42.87977832029819
135,7077.999999999999,0.010000000000000146,67.0,239.9577370054658,359.9872025831024,43.49601133984468
136,7077.999999999997,0.010000000000000056,67.0,239.95742394624702,359.9871077810933,44.112153792297605
137,7077.999999999999,0.010000000000000123,67.0,239.95711088702825,359.9870129790909,44.72820467676186
138,7077.999999999996,0.009999999999999797,67.0,239.95679782780954,359.9869181770948,45.344163003753785
139,7077.999999999995,0.009999999999999813,67.0,239.9564847685908,359.98682337507745,45.960027795315625
140,7077.9999999999945,0.009999999999999586,67.0,239.95617170937197,359.98672857306656,46.575798085113206
141,7077.999999999998,0.010000000000000082,67.0,239.9558586501532,359.9866337710348,47.19147291856008
142,7077.999999999997,0.009999999999999858,67.0,239.95554559093443,359.9865389690639,47.80705135290825
143,7077.999999999996,0.01000000000000022,67.0,239.95523253171567,359.98644416707185,48.42253245736684
