routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,484
update_state,0.0,0.0,0.0,484
sense_environment,0.043,0.021,0.041,483
update_state_environment,0.0,0.001,0.0,483
get_environment_broadcasts,0.001,0.003,0.0,483
get_agent_broadcasts,0.0,0.002,0.0,483
sense,0.045,0.02,0.042,483
think,0.026,0.016,0.024,483
perform_wait_for_messages,0.03,0.022,0.023,438
do,0.028,0.022,0.021,483
perform_state_change,0.023,0.016,0.017,48
perform_observation,0.012,0.01,0.006,44
perform_broadcast,0.0,0.0,0.0,1
