lat [deg],lon [deg]
-33.75,-123.75
-33.75,-112.5
-33.75,-101.25
-33.75,-90.0
-33.75,-78.75
-33.75,-67.5
-33.75,-56.25
-33.75,-45.0
-33.75,-33.75
-33.75,-22.5
-33.75,-11.25
-33.75,0.0
-33.75,11.25
-33.75,22.5
-33.75,33.75
-33.75,45.0
-33.75,56.25
-33.75,67.5
-33.75,78.75
-33.75,90.0
-33.75,101.25
-33.75,112.5
-33.75,123.75
-33.75,135.0
-33.75,146.25
-33.75,157.5
-33.75,168.75
-22.5,-180.0
-22.5,-168.75
-22.5,-157.5
-22.5,-146.25
-22.5,-135.0
-22.5,-123.75
-22.5,-112.5
-22.5,-101.25
-22.5,-90.0
-22.5,-78.75
-22.5,-67.5
-22.5,-56.25
-22.5,-45.0
-22.5,-33.75
-22.5,-22.5
-22.5,-11.25
-22.5,0.0
-22.5,11.25
-22.5,22.5
-22.5,33.75
-22.5,45.0
-22.5,56.25
-22.5,67.5
-22.5,78.75
-22.5,90.0
-22.5,101.25
-22.5,112.5
-22.5,123.75
-22.5,135.0
-22.5,146.25
-22.5,157.5
-22.5,168.75
-11.25,-180.0
-11.25,-168.75
-11.25,-157.5
-11.25,-146.25
-11.25,-135.0
-11.25,-123.75
-11.25,-112.5
-11.25,-101.25
-11.25,-90.0
-11.25,-78.75
-11.25,-67.5
-11.25,-56.25
-11.25,-45.0
-11.25,-33.75
-11.25,-22.5
-11.25,-11.25
-11.25,0.0
-11.25,11.25
-11.25,22.5
-11.25,33.75
-11.25,45.0
-11.25,56.25
-11.25,67.5
-11.25,78.75
-11.25,90.0
-11.25,101.25
-11.25,112.5
-11.25,123.75
-11.25,135.0
-11.25,146.25
-11.25,157.5
-11.25,168.75
0.0,-180.0
0.0,-168.75
0.0,-157.5
0.0,-146.25
0.0,-135.0
0.0,-123.75
0.0,-112.5
0.0,-101.25
0.0,-90.0
0.0,-78.75
0.0,-67.5
0.0,-56.25
0.0,-45.0
0.0,-33.75
0.0,-22.5
0.0,-11.25
0.0,0.0
0.0,11.25
0.0,22.5
0.0,33.75
0.0,45.0
0.0,56.25
0.0,67.5
0.0,78.75
0.0,90.0
0.0,101.25
0.0,112.5
0.0,123.75
0.0,135.0
0.0,146.25
0.0,157.5
0.0,168.75
11.25,-180.0
11.25,-168.75
11.25,-157.5
11.25,-146.25
11.25,-135.0
11.25,-123.75
11.25,-112.5
11.25,-101.25
11.25,-90.0
11.25,-78.75
11.25,-67.5
11.25,-56.25
11.25,-45.0
11.25,-33.75
11.25,-22.5
11.25,-11.25
11.25,0.0
11.25,11.25
11.25,22.5
11.25,33.75
11.25,45.0
11.25,56.25
11.25,67.5
11.25,78.75
11.25,90.0
11.25,101.25
11.25,112.5
11.25,123.75
11.25,135.0
11.25,146.25
11.25,157.5
11.25,168.75
22.5,-180.0
22.5,-168.75
22.5,-157.5
22.5,-146.25
22.5,-135.0
22.5,-123.75
22.5,-112.5
22.5,-101.25
22.5,-90.0
22.5,-78.75
22.5,-67.5
22.5,-56.25
22.5,-45.0
22.5,-33.75
22.5,-22.5
22.5,-11.25
22.5,0.0
22.5,11.25
22.5,22.5
22.5,33.75
22.5,45.0
22.5,56.25
22.5,67.5
22.5,78.75
22.5,90.0
22.5,101.25
22.5,112.5
22.5,123.75
22.5,135.0
22.5,146.25
22.5,157.5
22.5,168.75
33.75,-180.0
33.75,-168.75
33.75,-157.5
33.75,-146.25
33.75,-135.0
33.75,-123.75
33.75,-112.5
33.75,-101.25
33.75,-90.0
33.75,-78.75
33.75,-67.5
33.75,-56.25
33.75,-45.0
33.75,-33.75
33.75,-22.5
33.75,-11.25
33.75,0.0
33.75,11.25
33.75,22.5
33.75,33.75
33.75,45.0
33.75,56.25
33.75,67.5
33.75,78.75
33.75,90.0
33.75,101.25
33.75,112.5
33.75,123.75
33.75,135.0
33.75,146.25
33.75,157.5
33.75,168.75
45.0,-180.0
45.0,-168.75
45.0,-157.5
45.0,-146.25
45.0,-135.0
45.0,-123.75
45.0,-112.5
45.0,-101.25
45.0,-90.0
45.0,-78.75
45.0,-67.5
45.0,-56.25
45.0,-45.0
45.0,-33.75
45.0,-22.5
45.0,-11.25
45.0,0.0
45.0,11.25
45.0,22.5
45.0,33.75
45.0,45.0
45.0,56.25
45.0,67.5
45.0,78.75
45.0,90.0
45.0,101.25
45.0,112.5
45.0,123.75
45.0,135.0
45.0,146.25
45.0,157.5
45.0,168.75
56.25,-180.0
56.25,-168.75
56.25,-157.5
56.25,-146.25
56.25,-135.0
56.25,-123.75
56.25,-112.5
56.25,-101.25
56.25,-90.0
56.25,-78.75
56.25,-67.5
56.25,-56.25
56.25,-45.0
56.25,-33.75
56.25,-22.5
56.25,-11.25
56.25,0.0
56.25,11.25
56.25,22.5
56.25,33.75
56.25,45.0
56.25,56.25
56.25,67.5
56.25,78.75
56.25,90.0
56.25,101.25
56.25,112.5
56.25,123.75
56.25,135.0
56.25,146.25
56.25,157.5
56.25,168.75
67.5,-180.0
67.5,-168.75
67.5,-157.5
67.5,-146.25
67.5,-135.0
67.5,-123.75
67.5,-112.5
67.5,-101.25
67.5,-90.0
67.5,-78.75
67.5,-67.5
67.5,-56.25
67.5,-45.0
67.5,-33.75
67.5,-22.5
67.5,-11.25
67.5,0.0
67.5,11.25
67.5,22.5
67.5,33.75
67.5,45.0
67.5,56.25
67.5,67.5
67.5,78.75
67.5,90.0
67.5,101.25
67.5,112.5
67.5,123.75
67.5,135.0
67.5,146.25
67.5,157.5
67.5,168.75
78.75,-180.0
78.75,-168.75
78.75,-157.5
78.75,-146.25
78.75,-135.0
78.75,-123.75
78.75,-112.5
78.75,-101.25
78.75,-90.0
78.75,-78.75
78.75,-67.5
78.75,-56.25
78.75,-45.0
78.75,-33.75
78.75,-22.5
78.75,-11.25
78.75,0.0
78.75,11.25
78.75,22.5
78.75,33.75
78.75,45.0
78.75,56.25
78.75,67.5
78.75,78.75
78.75,90.0
78.75,101.25
78.75,112.5
78.75,123.75
78.75,135.0
78.75,146.25
78.75,157.5
78.75,168.75
90.0,-180.0
90.0,-168.75
90.0,-157.5
90.0,-146.25
90.0,-135.0
90.0,-123.75
90.0,-112.5
90.0,-101.25
90.0,-90.0
90.0,-78.75
90.0,-67.5
90.0,-56.25
90.0,-45.0
90.0,-33.75
90.0,-22.5
90.0,-11.25
90.0,0.0
90.0,11.25
90.0,22.5
90.0,33.75
90.0,45.0
90.0,56.25
90.0,67.5
90.0,78.75
90.0,90.0
90.0,101.25
90.0,112.5
90.0,123.75
90.0,135.0
90.0,146.25
90.0,157.5
90.0,168.75
