routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,1205
update_state,0.0,0.0,0.0,1205
sense_environment,0.044,0.02,0.04,1204
update_state_environment,0.0,0.001,0.0,1204
get_environment_broadcasts,0.001,0.003,0.0,1204
get_agent_broadcasts,0.003,0.006,0.0,1204
sense,0.048,0.021,0.046,1204
think,0.019,0.012,0.018,1204
perform_broadcast,0.002,0.002,0.001,80
do,0.027,0.02,0.021,1204
perform_wait_for_messages,0.027,0.02,0.022,1124
perform_state_change,0.025,0.02,0.017,88
perform_observation,0.02,0.016,0.017,79
